物料代码	含税售价(13%)	不含税售价	部件不含税售价	年份
LM50104400	34556	30580.53	0.00 	2019
LM50104410	4692	4152.21	0.00 	2019
LM50104420	25289	22379.65	0.00 	2019
LM50902639	4382	3877.88	0.00 	2019
LM50902992	4240	3752.21	0.00 	2019
LM50903342	4258	3768.14	0.00 	2019
KJ100W0211	7762	6869.03	0.00 	2019
KN850W1490	11215	9924.78	0.00 	2019
LL02502126	289439	256140.71	0.00 	2019
LL02502164	296865	262712.39	0.00 	2019
LM50902713	2061	1823.89	0.00 	2019
LM50903063	2072	1833.63	0.00 	2019
LJ71159120	68085	60252.21	0.00 	2019
LJ71159500	64387	56979.65	0.00 	2019
LJ71159530	64196	56810.62	0.00 	2019
LJ71159600	46782	41400	0.00 	2019
KB387N41200	457	404.42	292.92 	2019
KB387N41400	457	404.42	293.81 	2019
KB387N41600	457	404.42	292.92 	2019
KB389N41200	457	404.42	292.92 	2019
KB389N41600	457	404.42	292.92 	2019
KA173W42700	1633	1445.13	629.20 	2019
KB318N40400	493	436.28	316.81 	2019
KB318N40600	493	436.28	312.39 	2019
KB318W40400	1041	921.24	524.78 	2019
KB319N00400	684	605.31	433.63 	2019
KB319N00600	684	605.31	430.97 	2019
KB319N00800	684	605.31	433.63 	2019
KB365N00800	684	605.31	425.66 	2019
KH167N90100	1267	1121.24	0.00 	2019
KH167W00300	1530	1353.98	723.01 	2019
LR02002020	1281	1133.63	0.00 	2019
LR02002030	1260	1115.04	0.00 	2019
CC055072404_X06289	631	558.41	0.00 	2019
CC055082000	893	790.27	0.00 	2019
CC055082000_X06824	893	790.27	0.00 	2019
CK010024700_L47923	911	806.19	0.00 	2019
CK010024800_L47923	965	853.98	0.00 	2019
CK010025700_L47923	1373	1215.04	0.00 	2019
CK051021200_L47923	683	604.42	0.00 	2019
CK051027200_L47923	648	573.45	0.00 	2019
KB322N07600	937	829.2	644.25 	2019
KB322W06800	1168	1033.63	586.73 	2019
KB322N08000	937	829.2	644.25 	2019
KB322W07200	1300	1150.44	622.12 	2019
KA173N31400	669	592.04	449.56 	2019
KA173W31300	1388	1228.32	503.54 	2019
KA173W31400	1511	1337.17	586.73 	2019
KH166N00200	6182	5470.8	0.00 	2019
KG155N02100	1539	1361.95	0.00 	2019
KG155W02100	2117	1873.45	0.00 	2019
LR20001722	1064	941.59	0.00 	2019
LR20003080	1383	1223.89	0.00 	2019
KA346W40301	818	723.89	304.42 	2019
KA354W40500	929	822.12	329.20 	2019
KA299W43201	1045	924.78	397.35 	2019
KM810N2730	888	785.84	0.00 	2019
KM810N2740	888	785.84	0.00 	2019
KM810N2700	1020	902.65	0.00 	2019
KM810N2720	920	814.16	0.00 	2019
KM810N2820	899	795.58	0.00 	2019
KM810N2690	1074	950.44	0.00 	2019
KM810N0883	1008	892.04	0.00 	2019
KM810N4300	1012	895.58	0.00 	2019
KM800N7041	1336	1182.3	0.00 	2019
KM800N7681	1306	1155.75	0.00 	2019
KM810N2660	1272	1125.66	0.00 	2019
KM810N4270	1153	1020.35	0.00 	2019
KM810N4380	1239	1096.46	0.00 	2019
KB291N01600	714	631.86	469.03 	2019
KM810N2610	1021	903.54	0.00 	2019
KM810N2670	1100	973.45	0.00 	2019
KM810N4620	909	804.42	0.00 	2019
KM810N4640	1125	995.58	0.00 	2019
KM810N4660	1042	922.12	0.00 	2019
KA275N43000	462	408.85	308.85 	2019
KA275W43000	1026	907.96	396.46 	2019
LJ71142640	5419	4795.58	0.00 	2019
CG156N00500_L88144	1092	966.37	0.00 	2019
CH057N00100	2068	1830.09	0.00 	2019
KA352N40200	433	383.19	324.78 	2019
KA352N40400	432	382.3	323.89 	2019
KA352N40800	487	430.97	348.67 	2019
KA442N46000	433	383.19	307.96 	2019
KA442W45200	944	835.4	344.25 	2019
KB277W40400	1055	933.63	513.27 	2019
KB283N06800	810	716.81	509.73 	2019
KB283W04609	1249	1105.31	594.69 	2019
KB317N20400	799	707.08	542.48 	2019
KB317N41200	580	513.27	388.50 	2019
KB317N41600	580	513.27	388.50 	2019
KB322N20800	941	832.74	645.13 	2019
KB322N23600	773	684.07	503.54 	2019
KB322N24000	772	683.19	502.65 	2019
KB322N26200	927	820.35	641.59 	2019
KB322N26400	927	820.35	640.71 	2019
KB333N40400	507	448.67	330.97 	2019
KB333N40600	507	448.67	330.97 	2019
KB333N40800	507	448.67	330.97 	2019
KB333W40600	1125	995.58	546.02 	2019
KB489W40807	1171	1036.28	555.75 	2019
KB498N40800	580	513.27	381.42 	2019
KB498N41600	581	514.16	380.53 	2019
KB498N42000	580	513.27	380.53 	2019
KG156N04800	1130	1000	0.00 	2019
KG180N00100	1419	1255.75	0.00 	2019
KH083N00100	4200	3716.81	0.00 	2019
KH083W00100	2447	2165.49	0.00 	2019
KH176N00400	6071	5372.57	0.00 	2019
KH177W00300	1531	1354.87	0.00 	2019
LR02001780	1311	1160.18	0.00 	2019
LR20002090	1159	1025.66	0.00 	2019
LR20002091	1160	1026.55	0.00 	2019
LR20002101	1282	1134.51	0.00 	2019
LR20002110	1187	1050.44	0.00 	2019
LR20002121	1316	1164.6	0.00 	2019
LR20002190	1311	1160.18	0.00 	2019
LR20002750	1438	1272.57	0.00 	2019
LR20002770	1279	1131.86	0.00 	2019
LR20003070	1440	1274.34	0.00 	2019
LR20009280	313	276.99	0.00 	2019
LR20009360	528	467.26	0.00 	2019
KA354W40702	972	860.18	325.66 	2019
KA442N46200	460	407.08	323.01 	2019
KA442W46200	1025	907.08	394.69 	2019
KB299W46206	1096	969.91	519.47 	2019
KB338W00403	1183	1046.9	577.88 	2019
KB489W40411	1078	953.98	529.20 	2019
KG157N00100	1342	1187.61	0.00 	2019
KA354W40101	770	681.42	289.38 	2019
KA452N41300	435	384.96	305.31 	2019
KA475N41200	474	419.47	350.44 	2019
KA475N41600	532	470.8	377.88 	2019
KB277W40603	1139	1007.96	545.13 	2019
KB323N01200	819	724.78	570.80 	2019
KB323N01600	819	724.78	570.80 	2019
KB323W00600	1170	1035.4	599.12 	2019
KB329N00400	680	601.77	430.97 	2019
KB388N00400	695	615.04	448.67 	2019
KB388N00800	695	615.04	448.67 	2019
KB389N40800	456	403.54	297.35 	2019
KB442N24400	543	480.53	321.24 	2019
KB442N24800	544	481.42	321.24 	2019
KG284N00400	1345	1190.27	0.00 	2019
KH068W02600	3173	2807.96	0.00 	2019
KH075W00300	2046	1810.62	0.00 	2019
KH118W03801	1537	1360.18	0.00 	2019
KH129W02502	2051	1815.04	0.00 	2019
KH168N00600	4484	3968.14	0.00 	2019
KH168N00800	4388	3883.19	0.00 	2019
KH178W00101	1964	1738.05	0.00 	2019
KH179N00100	2908	2573.45	0.00 	2019
KH179N00300	2908	2573.45	0.00 	2019
KH179N00500	2805	2482.3	0.00 	2019
KH179N90300	2157	1908.85	0.00 	2019
KH179W00200	1991	1761.95	0.00 	2019
KH179W00300	1703	1507.08	0.00 	2019
KH193N00100	2672	2364.6	0.00 	2019
KH205N00100	2888	2555.75	0.00 	2019
KH205N00200	2887	2554.87	0.00 	2019
KH208N00200	1254	1109.73	0.00 	2019
KV010W00902	1914	1693.81	0.00 	2019
KA173N41700	827	731.86	535.40 	2019
KB294N00400	687	607.96	436.28 	2019
KA237W40312	887	784.96	307.08 	2019
KB322N23800	772	683.19	503.54 	2019
KB277W20802	1196	1058.41	570.80 	2019
KB442W40813	1170	1035.4	554.87 	2019
KH135N04200	1251	1107.08	0.00 	2019
KH166N00100	6153	5445.13	0.00 	2019
KH167W00100	1963	1737.17	0.00 	2019
KH074N90500	3633	3215.04	0.00 	2019
KH181N90100	1790	1584.07	0.00 	2019
TL1000340	281	248.67	0.00 	2019
KA237W40216	903	799.12	353.98 	2019
KB324N43600	737	652.21	522.12 	2019
KB454N23800	635	561.95	396.46 	2019
KB277N40825	503	445.13	315.93 	2019
KH181N00500	2746	2430.09	0.00 	2019
CG156N00700_X12468	1082	957.52	0.00 	2019
KB322N09200	939	830.97	644.25 	2019
KB322N09600	939	830.97	644.25 	2019
KG155N01900	1203	1064.6	0.00 	2019
KH174N00200	1848	1635.4	0.00 	2019
KH182N00700	1959	1733.63	0.00 	2019
KG155W01900	1663	1471.68	0.00 	2019
KG284N00300	1427	1262.83	0.00 	2019
KH174N00100	1847	1634.51	0.00 	2019
KH182N00800	1959	1733.63	0.00 	2019
KB338W90100	130	115.04	116.81 	2019
KB322N26000	927	820.35	640.71 	2019
LR20002540	1379	1220.35	0.00 	2019
LR20002270	1131	1000.88	0.00 	2019
LR20002290	1269	1123.01	0.00 	2019
LR20002760	1159	1025.66	0.00 	2019
LR20009250	261	230.97	0.00 	2019
LR20009300	337	298.23	0.00 	2019
LR20009430	355	314.16	0.00 	2019
KB277N40628	503	445.13	315.93 	2019
KB442N40800	450	398.23	292.04 	2019
KB489N90200	206	182.3	168.14 	2019
KG155N02200	1063	940.71	0.00 	2019
KH057N90200	1226	1084.96	0.00 	2019
KG155W02200	1960	1734.51	0.00 	2019
KG155W02400	2049	1813.27	0.00 	2019
ER02100100	2902	2568.14	0.00 	2019
LR20001781	1178	1042.48	0.00 	2019
LR20002040	1056	934.51	0.00 	2019
LR20002050	1193	1055.75	0.00 	2019
LR20002740	1266	1120.35	0.00 	2019
LR20002140	1331	1177.88	0.00 	2019
LR20002700	1226	1084.96	0.00 	2019
KB493W00600	1163	1029.2	592.92 	2019
KA173W42100	1250	1106.19	465.49 	2019
KA173W42101	1265	1119.47	466.37 	2019
CH074N00100_L18947	4465	3951.33	0.00 	2019
CH074N00100_L29494	4457	3944.25	0.00 	2019
KA346N43200	463	409.73	328.32 	2019
CA419W08900_X06250	1461	1292.92	0.00 	2019
CA419W20400_X06250	1545	1367.26	0.00 	2019
CH057W00100	2043	1807.96	0.00 	2019
KA240W00200	953	843.36	345.13 	2019
KA240W00400	956	846.02	343.36 	2019
KA328N40100	386	341.59	265.49 	2019
KA452N40200	440	389.38	316.81 	2019
KA452N41100	379	335.4	276.99 	2019
KA452W40200	901	797.35	353.10 	2019
KB295N02000	679	600.88	428.32 	2019
KB317N20800	808	715.04	542.48 	2019
KB374N00600	456	403.54	298.23 	2019
KB483W20600	1193	1055.75	569.91 	2019
KF014N0372	677	599.12	0.00 	2019
KF014N0400	1049	928.32	0.00 	2019
KF014W0360	757	669.91	0.00 	2019
KF018N0130	1584	1401.77	0.00 	2019
KF018N0340	655	579.65	0.00 	2019
KG090W66902	3475	3075.22	0.00 	2019
KH118N05000	1849	1636.28	0.00 	2019
KH158N00100	3841	3399.12	0.00 	2019
KJ100N80400	2114	1870.8	0.00 	2019
KM500N0310	1120	991.15	0.00 	2019
KM800N8651	1633	1445.13	0.00 	2019
KM810N2280	1019	901.77	0.00 	2019
KM810N2300	1019	901.77	0.00 	2019
KM810N2340	1141	1009.73	0.00 	2019
KM810N2350	1194	1056.64	0.00 	2019
KM810N4950	897	793.81	0.00 	2019
KM810N4970	897	793.81	0.00 	2019
KM810N5050	1041	921.24	0.00 	2019
KM810N5140	1237	1094.69	0.00 	2019
KN850W1510	13524	11968.14	0.00 	2019
KN850W1551	21166	18730.97	0.00 	2019
LJ71150890	13091	11584.96	0.00 	2019
LJ71151210	46817	41430.97	0.00 	2019
LJ71151220	41411	36646.9	0.00 	2019
LJ71151230	18965	16783.19	0.00 	2019
LJ71153440	23057	20404.42	0.00 	2019
LJ71153540	41710	36911.5	0.00 	2019
LJ71153550	44107	39032.74	0.00 	2019
LJ71153640	47625	42146.02	0.00 	2019
LJ71153650	41128	36396.46	0.00 	2019
LJ71153660	18679	16530.09	0.00 	2019
LJ71156400	64229	56839.82	0.00 	2019
LJ71156410	44745	39597.35	0.00 	2019
LJ71156420	21430	18964.6	0.00 	2019
LJ71158640	45610	40362.83	0.00 	2019
LJ71158650	21995	19464.6	0.00 	2019
LJ71158660	25714	22755.75	0.00 	2019
LJ71158670	30427	26926.55	0.00 	2019
LJ71158680	37526	33208.85	0.00 	2019
LJ71158690	13094	11587.61	0.00 	2019
LJ71158700	25171	22275.22	0.00 	2019
LJ71158710	26416	23376.99	0.00 	2019
LJ71158960	68062	60231.86	0.00 	2019
LJ71158970	45610	40362.83	0.00 	2019
LJ71158980	21995	19464.6	0.00 	2019
LJ71158990	68062	60231.86	0.00 	2019
LJ71160470	33588	29723.89	0.00 	2019
LJ71160500	33588	29723.89	0.00 	2019
LJ71160530	23224	20552.21	0.00 	2019
LJ71160560	48472	42895.58	0.00 	2019
LJ71160580	26930	23831.86	0.00 	2019
LJ71161420	56546	50040.71	0.00 	2019
LJ71161450	56546	50040.71	0.00 	2019
LJ71161470	49015	43376.11	0.00 	2019
LJ71161490	13376	11837.17	0.00 	2019
LJ71161510	30166	26695.58	0.00 	2019
LJ71167410	29035	25694.69	0.00 	2019
LJ71167470	29160	25805.31	0.00 	2019
LJ71167820	53699	47521.24	0.00 	2019
LJ71167840	20587	18218.58	0.00 	2019
LJ71167870	20587	18218.58	0.00 	2019
LJ71168060	27486	24323.89	0.00 	2019
LJ71168080	11829	10468.14	0.00 	2019
LJ71168090	27486	24323.89	0.00 	2019
LJ71168110	11829	10468.14	0.00 	2019
LJ71168140	17925	15862.83	0.00 	2019
LJ71168170	17925	15862.83	0.00 	2019
LL02500210	390959	345981.42	0.00 	2019
LL02500218	296400	262300.88	0.00 	2019
LL02502086	128838	114015.93	0.00 	2019
LL02502103	224827	198961.95	0.00 	2019
LL02503300	297087	262908.85	0.00 	2019
LL05002100	358651	317390.27	0.00 	2019
LM509003523	2570	2274.34	0.00 	2019
LM50902605	5932	5249.56	0.00 	2019
LM50902666	3083	2728.32	0.00 	2019
LM50902878	4362	3860.18	0.00 	2019
LM50903094	2734	2419.47	0.00 	2019
LM50903222	3552	3143.36	0.00 	2019
CA470N03101_X06250	797	705.31	0.00 	2019
CA470N03300_X06250	738	653.1	0.00 	2019
KA237W40415	940	831.86	366.37 	2019
KA275N90200	150	132.74	126.55 	2019
KA275W42702	846	748.67	307.08 	2019
KB155N90100	174	153.98	148.67 	2019
KB299N24600	549	485.84	327.43 	2019
KB299W46201	1065	942.48	515.04 	2019
KB490N90200	352	311.5	298.23 	2019
KB502N00800	750	663.72	472.57 	2019
KF014N0453	544	481.42	0.00 	2019
KF014N0541	586	518.58	0.00 	2019
KF018N0110	1473	1303.54	0.00 	2019
KF018N0480	1126	996.46	0.00 	2019
KF018N0490	998	883.19	0.00 	2019
KF018W0110	2955	2615.04	0.00 	2019
KF018W0480	1850	1637.17	0.00 	2019
KF018W0490	1768	1564.6	0.00 	2019
KF018W0570	2908	2573.45	0.00 	2019
KG173N00100	1345	1190.27	0.00 	2019
KG173N00200	1426	1261.95	0.00 	2019
KH057W01801	1975	1747.79	0.00 	2019
KH057W01900	1563	1383.19	0.00 	2019
KH057W01901	1571	1390.27	0.00 	2019
KH158N01901	4117	3643.36	0.00 	2019
KH158W00300	1511	1337.17	0.00 	2019
KH199N00100	2679	2370.8	0.00 	2019
KH199N00200	2674	2366.37	0.00 	2019
KM500N0291	1299	1149.56	0.00 	2019
KM800N7511	1412	1249.56	0.00 	2019
KM800N7531	1697	1501.77	0.00 	2019
KM810N2910	1128	998.23	0.00 	2019
KM810N2920	1128	998.23	0.00 	2019
KM810N2930	1098	971.68	0.00 	2019
KM810N2940	1046	925.66	0.00 	2019
KM810N2950	1046	925.66	0.00 	2019
KM810N2980	914	808.85	0.00 	2019
KM810N2990	912	807.08	0.00 	2019
KM810N3000	912	807.08	0.00 	2019
LJ71142510	51792	45833.63	0.00 	2019
LJ71142560	48862	43240.71	0.00 	2019
LJ71142570	57135	50561.95	0.00 	2019
LJ71160480	49232	43568.14	0.00 	2019
LJ71160490	21125	18694.69	0.00 	2019
LJ71160510	49232	43568.14	0.00 	2019
LJ71160520	21125	18694.69	0.00 	2019
LJ71160540	40355	35712.39	0.00 	2019
LJ71160550	21398	18936.28	0.00 	2019
LJ71160570	28540	25256.64	0.00 	2019
LJ71160590	63762	56426.55	0.00 	2019
LJ71160600	49065	43420.35	0.00 	2019
LJ71160610	20191	17868.14	0.00 	2019
LJ71160620	68359	60494.69	0.00 	2019
LJ71160630	49065	43420.35	0.00 	2019
LJ71160640	20191	17868.14	0.00 	2019
LJ71160650	18994	16808.85	0.00 	2019
LJ71160660	26087	23085.84	0.00 	2019
LJ71160670	40375	35730.09	0.00 	2019
LJ71160680	21398	18936.28	0.00 	2019
LJ71160690	32379	28653.98	0.00 	2019
LJ71160700	33586	29722.12	0.00 	2019
LJ71160710	44838	39679.65	0.00 	2019
LJ71160720	21089	18662.83	0.00 	2019
LJ71160730	33533	29675.22	0.00 	2019
LJ71160740	44838	39679.65	0.00 	2019
LJ71160750	20994	18578.76	0.00 	2019
LJ71160760	31619	27981.42	0.00 	2019
LJ71160780	43086	38129.2	0.00 	2019
LJ71160790	21281	18832.74	0.00 	2019
LJ71160800	42897	37961.95	0.00 	2019
LJ71160810	21331	18876.99	0.00 	2019
LJ71160820	31557	27926.55	0.00 	2019
LJ71161090	33588	29723.89	0.00 	2019
LJ71161520	34241	30301.77	0.00 	2019
LJ71161530	44971	39797.35	0.00 	2019
LJ71161540	21061	18638.05	0.00 	2019
LJ71161550	34241	30301.77	0.00 	2019
LJ71161560	44971	39797.35	0.00 	2019
LJ71161570	21061	18638.05	0.00 	2019
LJ71161580	23125	20464.6	0.00 	2019
LJ71161590	48906	43279.65	0.00 	2019
LJ71161600	28408	25139.82	0.00 	2019
LJ71161610	48017	42492.92	0.00 	2019
LJ71161620	29357	25979.65	0.00 	2019
LJ71161630	18134	16047.79	0.00 	2019
LJ71162260	24293	21498.23	0.00 	2019
LJ71162270	11816	10456.64	0.00 	2019
LJ71166560	15429	13653.98	0.00 	2019
LL02501900	119510	105761.06	0.00 	2019
LL02502007	134417	118953.1	0.00 	2019
LL025020715	159380	141044.25	0.00 	2019
LL02502138	263519	233202.65	0.00 	2019
LL02503320	150463	133153.1	0.00 	2019
LL02503324	170631	151000.88	0.00 	2019
LL05001130	630485	557951.33	0.00 	2019
LL05002160	516943	457471.68	0.00 	2019
LL05002211	577554	511109.73	0.00 	2019
LL20000890	101939	90211.5	0.00 	2019
LM501015114	9792	8665.49	0.00 	2019
LM50104214	11622	10284.96	0.00 	2019
LM50104532	15333	13569.03	0.00 	2019
LM50903435	2426	2146.9	0.00 	2019
LM50903445	2942	2603.54	0.00 	2019
LM50903453	3210	2840.71	0.00 	2019
LM50903465	3562	3152.21	0.00 	2019
LM51004260	413	365.49	0.00 	2019
MC010426	8175	7234.51	0.00 	2019
KB319N90100	458	405.31	330.09 	2019
KB337N40600	450	398.23	292.04 	2019
KB350N90100	357	315.93	240.71 	2019
KH167N90200	1327	1174.34	0.00 	2019
KH175N00400	1863	1648.67	0.00 	2019
KH175N90100	1352	1196.46	0.00 	2019
KH177N01700	1798	1591.15	0.00 	2019
KH177N01800	1929	1707.08	0.00 	2019
KH177N90300	1426	1261.95	0.00 	2019
KH178N90300	1284	1136.28	0.00 	2019
KH206N00200	1931	1708.85	0.00 	2019
LR02002150	1127	997.35	0.00 	2019
LR02002140	1150	1017.7	0.00 	2019
CK051030102	723	639.82	0.00 	2019
LR20002910	1814	1605.31	0.00 	2019
KK050005700	1070	946.9	0.00 	2019
CK010025900_L73340	1432	1267.26	0.00 	2019
CK010031700	1363	1206.19	0.00 	2019
CK010032100	1004	888.5	0.00 	2019
KK010000600	977	864.6	0.00 	2019
KK010000700	1433	1268.14	0.00 	2019
LR20002960	1547	1369.03	0.00 	2019
KN850W1480	10404	9207.08	0.00 	2019
KM810N4880	863	763.72	0.00 	2019
KB277W20600	1166	1031.86	577.88 	2019
KB378N20600	560	495.58	333.63 	2019
KB378N20800	560	495.58	342.48 	2019
KB384N00800	603	533.63	361.95 	2019
KB499N00400	678	600	425.66 	2019
KH082N00200	1222	1081.42	0.00 	2019
KH089N00200	2204	1950.44	0.00 	2019
KH181W00101	1975	1747.79	0.00 	2019
KH196N00100	2677	2369.03	0.00 	2019
KH201N00200	2672	2364.6	0.00 	2019
KB277N20800	533	471.68	311.50 	2019
KB299W46408	1119	990.27	544.25 	2019
KB299W46415	1117	988.5	543.36 	2019
KB299W46416	1167	1032.74	557.52 	2019
KB323W00802	1303	1153.1	623.01 	2019
KB336W00603	1265	1119.47	613.27 	2019
KB378N20400	560	495.58	333.63 	2019
KB380N20400	560	495.58	333.63 	2019
KB380N20800	560	495.58	333.63 	2019
KB382N00400	603	533.63	361.95 	2019
KB382N00600	603	533.63	361.95 	2019
KB382N00800	603	533.63	361.95 	2019
KB384N00400	603	533.63	361.95 	2019
KB389N40400	456	403.54	297.35 	2019
KB489W40606	1150	1017.7	546.90 	2019
KB489W40809	1169	1034.51	551.33 	2019
KG090W69201	3066	2713.27	0.00 	2019
KG157N01000	1358	1201.77	0.00 	2019
KG157W01200	1729	1530.09	0.00 	2019
KH168N90100_X05797	3573	3161.95	0.00 	2019
KH168N90100_X05799	3573	3161.95	0.00 	2019
KH179N00700	2881	2549.56	0.00 	2019
KH179N00800	2879	2547.79	0.00 	2019
KH181N03600	2887	2554.87	0.00 	2019
KH189W00601	1667	1475.22	0.00 	2019
KH196N00200	2672	2364.6	0.00 	2019
KH202N00100	2677	2369.03	0.00 	2019
KH216W00100	2038	1803.54	0.00 	2019
KV010N00801	778	688.5	0.00 	2019
KV010N00901	778	688.5	0.00 	2019
KB276N91000	372	329.2	307.96 	2019
KB299W46011	1048	927.43	517.70 	2019
KB358N90400	389	344.25	328.32 	2019
KB450W00402	1150	1017.7	561.06 	2019
KG135N07300	1051	930.09	0.00 	2019
KA198W40702	945	836.28	328.32 	2019
KF014N0250	1071	947.79	0.00 	2019
KH157N90100	596	527.43	0.00 	2019
KF010W0831	13071	11567.26	0.00 	2019
KA237W40101	764	676.11	284.96 	2019
KA240W00100	831	735.4	301.77 	2019
KA275W42701	875	774.34	315.04 	2019
KA346N42600	424	375.22	307.08 	2019
KA352N42200	437	386.73	319.47 	2019
KB359W02401	1121	992.04	567.26 	2019
KB359W02601	1151	1018.58	576.99 	2019
KB359W02801	1242	1099.12	600.88 	2019
KB502N00400	737	652.21	472.57 	2019
KF018N0330	605	535.4	0.00 	2019
KF018N0350	586	518.58	0.00 	2019
KF018N0360	544	481.42	0.00 	2019
KF018W0331	811	717.7	0.00 	2019
KF018W0340	937	829.2	0.00 	2019
KF018W0350	871	770.8	0.00 	2019
KF018W0361	746	660.18	0.00 	2019
KF018W0380	1158	1024.78	0.00 	2019
KH057W00502	1537	1360.18	0.00 	2019
KH156W01601	1697	1501.77	0.00 	2019
KH158N90500	3357	2970.8	0.00 	2019
KH158N90600	3356	2969.91	0.00 	2019
KF018N0470	1360	1203.54	0.00 	2019
KF018N0600	1523	1347.79	0.00 	2019
KF018W0470	3443	3046.9	0.00 	2019
KF018W0600	3444	3047.79	0.00 	2019
KM800N8321	1712	1515.04	0.00 	2019
KM800N8631	1401	1239.82	0.00 	2019
KM810N2750	875	774.34	0.00 	2019
KM810N4760	902	798.23	0.00 	2019
KN850W1111	5276	4669.03	0.00 	2019
KN850W1860	5314	4702.65	0.00 	2019
LJ71157270	19560	17309.73	0.00 	2019
LJ71157280	13722	12143.36	0.00 	2019
LJ71157290	20178	17856.64	0.00 	2019
LJ71157300	12120	10725.66	0.00 	2019
LJ71157310	22937	20298.23	0.00 	2019
LJ71157320	11388	10077.88	0.00 	2019
LJ71157330	4366	3863.72	0.00 	2019
LJ71157340	11545	10216.81	0.00 	2019
LJ71161430	24367	21563.72	0.00 	2019
LJ71161440	76147	67386.73	0.00 	2019
LJ71161460	24367	21563.72	0.00 	2019
LJ71167280	16542	14638.94	0.00 	2019
LJ71167290	35905	31774.34	0.00 	2019
LJ71167300	33166	29350.44	0.00 	2019
LJ71167310	42396	37518.58	0.00 	2019
LJ71167390	28348	25086.73	0.00 	2019
LJ71167850	53360	47221.24	0.00 	2019
LJ71168120	43506	38500.88	0.00 	2019
LJ71168150	43506	38500.88	0.00 	2019
LJ71168410	22391	19815.04	0.00 	2019
LJ71168420	22737	20121.24	0.00 	2019
LJ71168790	29950	26504.42	0.00 	2019
LJ71168800	16084	14233.63	0.00 	2019
LJ71168810	11001	9735.4	0.00 	2019
LJ71168820	9601	8496.46	0.00 	2019
LJ71168830	28861	25540.71	0.00 	2019
LJ71168840	15669	13866.37	0.00 	2019
LJ71168850	19533	17285.84	0.00 	2019
LJ71168860	9250	8185.84	0.00 	2019
LJ71168870	16086	14235.4	0.00 	2019
LJ71168880	9601	8496.46	0.00 	2019
LJ71168890	28861	25540.71	0.00 	2019
LJ71168900	15669	13866.37	0.00 	2019
LJ71168910	19533	17285.84	0.00 	2019
LJ71168920	9250	8185.84	0.00 	2019
LJ71168930	16086	14235.4	0.00 	2019
LJ71168940	9601	8496.46	0.00 	2019
LJ71168950	28869	25547.79	0.00 	2019
LJ71168960	15670	13867.26	0.00 	2019
LJ71168970	19533	17285.84	0.00 	2019
LJ71168980	9250	8185.84	0.00 	2019
LJ71168990	16087	14236.28	0.00 	2019
LJ71169000	25976	22987.61	0.00 	2019
LJ71169010	15500	13716.81	0.00 	2019
LJ71169020	10061	8903.54	0.00 	2019
LJ71169030	9601	8496.46	0.00 	2019
LJ71169040	28869	25547.79	0.00 	2019
LJ71169050	15670	13867.26	0.00 	2019
LJ71169060	19533	17285.84	0.00 	2019
LJ71169070	9250	8185.84	0.00 	2019
LJ71169080	16087	14236.28	0.00 	2019
LJ71169090	41042	36320.35	0.00 	2019
LJ71169100	21198	18759.29	0.00 	2019
LJ71169110	17742	15700.88	0.00 	2019
LJ71169120	29316	25943.36	0.00 	2019
LJ71169130	16601	14691.15	0.00 	2019
LJ71169140	11002	9736.28	0.00 	2019
LJ71169150	30726	27191.15	0.00 	2019
LJ71169160	17248	15263.72	0.00 	2019
LJ71169170	12011	10629.2	0.00 	2019
LJ71169180	23673	20949.56	0.00 	2019
LJ71169190	15541	13753.1	0.00 	2019
LJ71169200	9917	8776.11	0.00 	2019
LJ71169210	31316	27713.27	0.00 	2019
LJ71169220	17274	15286.73	0.00 	2019
LJ71169230	12130	10734.51	0.00 	2019
LJ71169240	8683	7684.07	0.00 	2019
LJ71169250	18584	16446.02	0.00 	2019
LJ71169260	14242	12603.54	0.00 	2019
LJ71169270	17678	15644.25	0.00 	2019
LJ71169280	8063	7135.4	0.00 	2019
LJ71169290	13627	12059.29	0.00 	2019
LJ71169300	40966	36253.1	0.00 	2019
LJ71169310	21209	18769.03	0.00 	2019
LJ71169320	17679	15645.13	0.00 	2019
LJ71169330	31350	27743.36	0.00 	2019
LJ71169340	17205	15225.66	0.00 	2019
LJ71169350	12219	10813.27	0.00 	2019
LJ71169360	9601	8496.46	0.00 	2019
LJ71169370	28861	25540.71	0.00 	2019
LJ71169380	15669	13866.37	0.00 	2019
LJ71169390	19533	17285.84	0.00 	2019
LJ71169400	9250	8185.84	0.00 	2019
LJ71169410	16086	14235.4	0.00 	2019
LJ71169420	22790	20168.14	0.00 	2019
LJ71169430	13409	11866.37	0.00 	2019
LJ71169440	9226	8164.6	0.00 	2019
LJ71169450	10426	9226.55	0.00 	2019
LJ71169460	45604	40357.52	0.00 	2019
LJ71169470	17241	15257.52	0.00 	2019
LJ71169480	25014	22136.28	0.00 	2019
LJ71169490	10091	8930.09	0.00 	2019
LJ71169500	17479	15468.14	0.00 	2019
LJ71169510	27576	24403.54	0.00 	2019
LJ71169520	17037	15076.99	0.00 	2019
LJ71169530	11375	10066.37	0.00 	2019
LJ71169540	41024	36304.42	0.00 	2019
LJ71169550	21313	18861.06	0.00 	2019
LJ71169560	17730	15690.27	0.00 	2019
LJ71169570	40993	36276.99	0.00 	2019
LJ71169580	21284	18835.4	0.00 	2019
LJ71169590	17679	15645.13	0.00 	2019
