物料代码	含税售价(13%)	不含税售价	部件不含税售价	年份
KA237W40416	890	787.61	329.20 	2020
KA240W46200	772	683.19	279.65 	2020
KA240W47002	845	747.79	294.69 	2020
KA275N40400	406	359.29	275.22 	2020
KA275W43200	983	869.91	365.49 	2020
KA299N47200	433	383.19	290.27 	2020
KA299W47200	983	869.91	365.49 	2020
KA354N40600	463	409.73	324.78 	2020
KA354N40700	418	369.91	284.96 	2020
KA354N40800	463	409.73	324.78 	2020
KA354W40700	845	747.79	296.46 	2020
KB173N41000	625	553.1	392.92 	2020
KB173N41200	764	676.11	452.21 	2020
KB173W41000	1483	1312.39	679.65 	2020
KB173W41200	1842	1630.09	856.64 	2020
KB489N40800	481	425.66	299.12 	2020
KB489W40811	1104	976.99	507.08 	2020
KG157W00900	1399	1238.05	513.27 	2020
KG167N00200	1641	1452.21	1223.01 	2020
KG167N00400	1731	1531.86	1261.06 	2020
KG167W00200	1331	1177.88	494.69 	2020
KG167W00400	1614	1428.32	579.65 	2020
KH155W00100	1488	1316.81	650.44 	2020
KH167N00100	1600	1415.93	1104.42 	2020
KH167W00101	1878	1661.95	806.19 	2020
KH175W00300	1632	1444.25	708.85 	2020
KH175W00400	1942	1718.58	875.22 	2020
KH177N00100	1646	1456.64	1138.05 	2020
KH178W00103	1898	1679.65	812.39 	2020
KH178W00400	1942	1718.58	875.22 	2020
KH182N00500	1801	1593.81	1257.52 	2020
KH182N01700	1800	1592.92	1255.75 	2020
KH186N00200	1833	1622.12	1281.42 	2020
KH212N00100	1719	1521.24	1218.58 	2020
KH212N00200	1718	1520.35	1189.38 	2020
LR02001541	1217	1076.99	0.00 	2020
LR02001710	1139	1007.96	0.00 	2020
LR02001810	1449	1282.3	0.00 	2020
LR02001860	1070	946.9	0.00 	2020
LR02001870	1091	965.49	0.00 	2020
LR02001950	1158	1024.78	0.00 	2020
LR02001960	1134	1003.54	0.00 	2020
LR02001970	1157	1023.89	0.00 	2020
LR02001980	1181	1045.13	0.00 	2020
LR02002110	1234	1092.04	0.00 	2020
LR20002780	1183	1046.9	0.00 	2020
LR20002790	1326	1173.45	0.00 	2020
LR20002890	1601	1416.81	0.00 	2020
LR20002970	1635	1446.9	0.00 	2020
LR20002980	1363	1206.19	0.00 	2020
LR20003020	1198	1060.18	0.00 	2020
LR20003030	1055	933.63	0.00 	2020
LR20003040	1414	1251.33	0.00 	2020
KA173N42700	668	591.15	400.88 	2020
KA299N44000	432	382.3	285.84 	2020
KA299N43100	395	349.56	257.52 	2020
KH147W04303	1529	1353.1	653.10 	2020
KH167N00300	1599	1415.04	1131.86 	2020
KH186N00100	1833	1622.12	1307.96 	2020
LR02001820	1474	1304.42	0.00 	2020
