调整订单	物料代码	仓库	调整原因	输入日期	调整库存	金额
ADJ070440	36000830	A03	T188	2020-07-21	-400	-104
ADJ070835	36008027	A03	T188	2020-07-24	-230	-1048.8
ADJ070866	36008000031	A03	T188	2020-07-24	-364	-3476.2
ADJ070867	36008000087	A03	T188	2020-07-24	-24	-232.8
ADJ070868	360001060081	A03	T188	2020-07-24	-41	-410.82
ADJ070869	36000838	A03	T188	2020-07-24	-20	-135.2
ADJ070945	360001060074	A03	T188	2020-07-24	-46	-195.96
ADJ070964	36008014	A03	T188	2020-07-24	-7	-196.7
ADJ070965	36008000036	A03	T188	2020-07-24	-27	-267.84
ADJ071096	360001060091	A03	T188	2020-07-24	-30	-215.1
ADJ071097	360001000064	A03	T188	2020-07-24	-100	-333
ADJ071127	36008000036	A03	T188	2020-07-24	-40	-396.8
TK1000009	36008000033	E11	T999	2020-07-14	4983	9118.89
ADJ068759	36008001002	A03	TK06	2020-06-30	-4	-24.16
ADJ068760	36000378	A03	TK06	2020-06-30	-4	-1.04
ADJ068761	36000271	A03	TK06	2020-06-30	-2	-0.54
ADJ068776	360001000077	A03	TK06	2020-06-30	-4	-14.76
ADJ068777	36008000096	A03	TK06	2020-06-30	-1	-2.29
ADJ068778	36000931	A03	TK06	2020-06-30	-6	-1.2
ADJ068779	360002060007	A03	TK06	2020-06-30	-3	-1.2
ADJ068780	36000768	A03	TK06	2020-06-30	-2	-0.68
ADJ068781	360001060091	A03	TK06	2020-06-30	-1	-7.17
ADJ068782	36008000049	A03	TK06	2020-06-30	-1	-50.73
ADJ068783	360003000021	A03	TK06	2020-06-30	-2	-44.38
ADJ068795	36008022	A03	TK06	2020-06-30	-4	-5.68
ADJ068796	36000263	A03	TK06	2020-06-30	-24	-6.96
ADJ068797	36008000020	A03	TK06	2020-06-30	-2	-6.12
ADJ068799	36000196	A03	TK06	2020-06-30	-2	-4.88
ADJ068815	36008000003	A03	TK06	2020-06-30	-4	-1.4
ADJ068816	36000664	A03	TK06	2020-06-30	-7	-8.54
ADJ068817	36000104	A03	TK06	2020-06-30	-6	-1.26
ADJ068818	36000767	A03	TK06	2020-06-30	-3	-0.81
ADJ068819	360001000029	A03	TK06	2020-06-30	-1	-2.25
ADJ068835	36000809	A03	TK06	2020-06-30	-4	-14.4
ADJ068837	36000427	A03	TK06	2020-06-30	-4	-4.12
ADJ068838	36000816	A03	TK06	2020-06-30	-2	-5.4
ADJ068859	36000619	A03	TK06	2020-06-30	-9	-3.69
ADJ068860	360001000052	A03	TK06	2020-06-30	-4	-19.56
ADJ068861	36000937	A03	TK06	2020-06-30	-3	-33.96
ADJ068862	360001000028	A03	TK06	2020-06-30	-1	-0.32
ADJ068877	36008000036	A03	TK06	2020-06-30	-4	-39.68
ADJ068879	36000226	A03	TK06	2020-06-30	-3	-4.56
ADJ069051	36000378	A03	TK06	2020-07-07	-3	-0.78
ADJ069056	36005102	A03	TK06	2020-07-07	-2	-0.56
ADJ069069	360003000021	A03	TK06	2020-07-07	-4	-88.76
ADJ069073	36000931	A03	TK06	2020-07-07	-3	-0.6
ADJ069074	360001060091	A03	TK06	2020-07-07	-2	-14.34
ADJ069075	36000555	A03	TK06	2020-07-07	-1	-0.41
ADJ069076	360001000077	A03	TK06	2020-07-07	-1	-3.69
ADJ069100	36000263	A03	TK06	2020-07-07	-14	-4.06
ADJ069101	36008022	A03	TK06	2020-07-07	-1	-1.42
ADJ069102	36000248	A03	TK06	2020-07-07	-2	-29.54
ADJ069118	36000104	A03	TK06	2020-07-07	-5	-1.05
ADJ069119	36008000003	A03	TK06	2020-07-07	-1	-0.35
ADJ069120	36008000009	A03	TK06	2020-07-07	-1	-2.15
ADJ069135	36008000016	A03	TK06	2020-07-07	-4	-4.88
ADJ069136	36000816	A03	TK06	2020-07-07	-3	-8.1
ADJ069137	36000838	A03	TK06	2020-07-07	-3	-20.28
ADJ069138	36008000078	A03	TK06	2020-07-07	-1	-5.62
ADJ069139	36008000071	A03	TK06	2020-07-07	-1	-25.35
ADJ069140	36000547	A03	TK06	2020-07-07	-1	-0.32
ADJ069156	36000937	A03	TK06	2020-07-07	-3	-33.96
ADJ069157	36000619	A03	TK06	2020-07-07	-12	-4.92
ADJ069159	36008013	A03	TK06	2020-07-07	-1	-0.46
ADJ069160	360001000052	A03	TK06	2020-07-07	-1	-4.89
ADJ069173	36008001003	A03	TK06	2020-07-07	-3	-1.74
ADJ069282	36000378	A03	TK06	2020-07-08	-3	-0.78
ADJ069283	36008001002	A03	TK06	2020-07-08	-2	-12.08
ADJ069286	36000271	A03	TK06	2020-07-08	-1	-0.27
ADJ069289	360001060074	A03	TK06	2020-07-08	-1	-4.26
ADJ069312	360001060091	A03	TK06	2020-07-08	-1	-7.17
ADJ069313	36000931	A03	TK06	2020-07-08	-3	-0.6
ADJ069316	360001000077	A03	TK06	2020-07-08	-2	-7.38
ADJ069317	36000250	A03	TK06	2020-07-08	-1	-15.38
ADJ069339	36000263	A03	TK06	2020-07-08	-16	-4.64
ADJ069340	36008022	A03	TK06	2020-07-08	-2	-2.84
ADJ069342	36000196	A03	TK06	2020-07-08	-1	-2.44
ADJ069354	36000104	A03	TK06	2020-07-08	-6	-1.26
ADJ069356	36000664	A03	TK06	2020-07-08	-3	-3.66
ADJ069357	36008000003	A03	TK06	2020-07-08	-2	-0.7
ADJ069358	36000193	A03	TK06	2020-07-08	-1	-2.29
ADJ069359	36000767	A03	TK06	2020-07-08	-1	-0.27
ADJ069379	36000427	A03	TK06	2020-07-08	-2	-2.06
ADJ069381	360001000021	A03	TK06	2020-07-08	-2	-6.62
ADJ069382	36008000016	A03	TK06	2020-07-08	-3	-3.66
ADJ069386	36000809	A03	TK06	2020-07-08	-1	-3.6
ADJ069400	36000937	A03	TK06	2020-07-08	-3	-33.96
ADJ069402	36000619	A03	TK06	2020-07-08	-14	-5.74
ADJ069404	360001000052	A03	TK06	2020-07-08	-2	-9.78
ADJ069406	36008000015	A03	TK06	2020-07-08	-1	-3.45
ADJ069422	360001060082	A03	TK06	2020-07-08	-6	-38.1
ADJ069423	36008000036	A03	TK06	2020-07-08	-43	-426.56
ADJ069424	36000226	A03	TK06	2020-07-08	-1	-1.52
ADJ069447	36008000013	A03	TK06	2020-07-08	-5	-1.3
ADJ069752	36000809	A03	TK06	2020-07-10	-1	-3.6
ADJ070023	36000378	A03	TK06	2020-07-16	-1	-0.26
ADJ070024	36008001002	A03	TK06	2020-07-16	-1	-6.04
ADJ070043	36000931	A03	TK06	2020-07-16	-1	-0.2
ADJ070044	36008000096	A03	TK06	2020-07-16	-1	-2.29
ADJ070046	360001000077	A03	TK06	2020-07-16	-1	-3.69
ADJ070067	36000263	A03	TK06	2020-07-16	-6	-1.74
ADJ070069	36008022	A03	TK06	2020-07-16	-1	-1.42
ADJ070088	360001000029	A03	TK06	2020-07-16	-1	-2.25
ADJ070089	36000104	A03	TK06	2020-07-16	-2	-0.42
ADJ070090	36000664	A03	TK06	2020-07-16	-1	-1.22
ADJ070091	36000767	A03	TK06	2020-07-16	-1	-0.27
ADJ070092	36008000003	A03	TK06	2020-07-16	-1	-0.35
ADJ070114	36000427	A03	TK06	2020-07-16	-1	-1.03
ADJ070138	36000937	A03	TK06	2020-07-16	-3	-33.96
ADJ070139	360001000028	A03	TK06	2020-07-16	-1	-0.32
ADJ070141	36000619	A03	TK06	2020-07-16	-3	-1.23
ADJ070144	360001000052	A03	TK06	2020-07-16	-1	-4.89
ADJ070145	360001060081	A03	TK06	2020-07-16	-1	-10.02
ADJ070168	36000226	A03	TK06	2020-07-16	-1	-1.52
ADJ070327	36000271	A03	TK06	2020-07-21	-1	-0.27
ADJ070383	36000196	A03	TK06	2020-07-21	-1	-2.44
ADJ070403	36000767	A03	TK06	2020-07-21	-1	-0.27
ADJ070404	36000193	A03	TK06	2020-07-21	-1	-2.29
ADJ070416	36000809	A03	TK06	2020-07-21	-1	-3.6
ADJ070438	36000937	A03	TK06	2020-07-21	-1	-11.32
ADJ070458	36000226	A03	TK06	2020-07-21	-1	-1.52
ADJ071080	36000238	A03	TK06	2020-07-24	-4	-3.84
ADJ071087	360001060091	A03	TK06	2020-07-24	-1	-7.17
ADJ071088	36000931	A03	TK06	2020-07-24	-8	-1.6
ADJ071093	36000263	A03	TK06	2020-07-24	-28	-8.12
ADJ071094	36000196	A03	TK06	2020-07-24	-4	-9.76
ADJ071102	36000104	A03	TK06	2020-07-24	-1	-0.21
ADJ071103	36000767	A03	TK06	2020-07-24	-4	-1.08
ADJ071104	36000664	A03	TK06	2020-07-24	-4	-4.88
ADJ071109	36000816	A03	TK06	2020-07-24	-4	-10.8
ADJ071113	36000619	A03	TK06	2020-07-24	-3	-1.23
ADJ071114	360002060005	A03	TK06	2020-07-24	-4	-1.08
ADJ071115	36000937	A03	TK06	2020-07-24	-6	-67.92
ADJ071119	36008000036	A03	TK06	2020-07-24	-1	-9.92
ADJ071120	36008000018	A03	TK06	2020-07-24	-1	-7.35
ADJ071124	36008000031	A03	TK06	2020-07-24	-13	-124.15
ADJ071207	360001060091	A03	TK06	2020-07-25	-1	-7.17
ADJ071208	36000931	A03	TK06	2020-07-25	-1	-0.2
ADJ071351	360001000027	A03	TK06	2020-07-25	-1	-2.53
ADJ071357	36000809	A03	TK06	2020-07-25	-2	-7.2
ADJ071360	360002060005	A03	TK06	2020-07-25	-4	-1.08
ADJ071361	36000619	A03	TK06	2020-07-25	-3	-1.23
TB1002401	1501306741	B11	T175	2020-07-14	-3	-123.39
TB1002401	1501306741	B11	T175	2020-07-14	3	123.39
TB1002414	1501308517	B11	T175	2020-07-23	-18	-804.42
TB1002414	1501308517	B11	T175	2020-07-23	18	804.42
TS0001781	150104060011	C11	T175	2020-06-29	-5	-493.4
TS0001781	150104060011	C11	T175	2020-06-29	5	493.4
TS0001781	150104060015	C11	T175	2020-06-29	-2	-158.24
TS0001781	150104060015	C11	T175	2020-06-29	2	158.24
TS0001781	1501208910	C11	T175	2020-06-29	-15	-445.65
TS0001781	1501208910	C11	T175	2020-06-29	15	445.65
TS0001781	1570520106	C11	T175	2020-06-29	-6	-427.44
TS0001781	1570520106	C11	T175	2020-06-29	6	427.44
TS0001781	150104060009	C11	T175	2020-06-29	-5	-345.6
TS0001781	150104060009	C11	T175	2020-06-29	5	345.6
TS0001781	150104060011	C11	T175	2020-07-06	-11	-1085.48
TS0001781	150104060011	C11	T175	2020-07-06	11	1085.48
TS0001781	150104060010	C11	T175	2020-07-06	-10	-669.6
TS0001781	150104060010	C11	T175	2020-07-06	10	669.6
TS0001781	1570520106	C11	T175	2020-07-06	-34	-2422.16
TS0001781	1570520106	C11	T175	2020-07-06	4	284.96
TS0001781	1570520106	C11	T175	2020-07-06	30	2137.2
TS0001781	150104060015	C11	T175	2020-07-07	-1	-79.12
TS0001781	150104060015	C11	T175	2020-07-07	1	79.12
TS0001781	150104060015	C11	T175	2020-07-13	-13	-1028.56
TS0001781	150104060015	C11	T175	2020-07-13	13	1028.56
TS0001781	150104060011	C11	T175	2020-07-13	2	197.36
TS0001781	150104060011	C11	T175	2020-07-13	2	197.36
TS0001781	150104060010	C11	T175	2020-07-13	-13	-870.48
TS0001781	150104060010	C11	T175	2020-07-13	13	870.48
TS0001781	1570520106	C11	T175	2020-07-13	-48	-3419.52
TS0001781	1570520106	C11	T175	2020-07-13	48	3419.52
TS0001781	1570520106	C11	T175	2020-07-18	-13	-926.12
TS0001781	1570520106	C11	T175	2020-07-18	2	142.48
TS0001781	1570520106	C11	T175	2020-07-18	11	783.64
TS0001781	1570520106	C11	T175	2020-07-18	-13	-926.12
TS0001781	1570520106	C11	T175	2020-07-18	2	142.48
TS0001781	1570520106	C11	T175	2020-07-18	11	783.64
TS0001781	150104060009	C11	T175	2020-07-20	-1	-69.12
TS0001781	150104060009	C11	T175	2020-07-20	1	69.12
TS0001781	150104060011	C11	T175	2020-07-20	-11	-1085.48
TS0001781	150104060011	C11	T175	2020-07-20	11	1085.48
TS0001781	1501213702	C11	T175	2020-07-20	-9	-287.1
TS0001781	1501213702	C11	T175	2020-07-20	9	287.1
TS0001781	150101060228	C11	T175	2020-07-23	-1	-93
TS0001781	150101060228	C11	T175	2020-07-23	1	93
TS0001781	1501213702	C11	T175	2020-07-23	-2	-63.8
TS0001781	1501213702	C11	T175	2020-07-23	2	63.8
TS0001781	1570520106	C11	T175	2020-07-25	-14	-997.36
TS0001781	1570520106	C11	T175	2020-07-25	5	356.2
TS0001781	1570520106	C11	T175	2020-07-25	9	641.16
TS0001781	150104060010	C11	T175	2020-07-25	-6	-401.76
TS0001781	150104060010	C11	T175	2020-07-25	6	401.76
ADJ069541	1501308517	A008	T184	2020-07-09	-2	-89.38
ADJ069849	15212138	A008	T184	2020-07-11	-4	-22.36
ADJ069857	1521210710	A008	T184	2020-07-11	-10	-38
ADJ069865	1521212901	A008	T184	2020-07-11	-10	-34.4
ADJ069866	1521210810	A008	T184	2020-07-11	-2	-7.08
ADJ069873	1521210816	A008	T184	2020-07-11	-7	-25.62
ADJ069886	15704111	A008	T184	2020-07-11	-6	-473.1
ADJ070339	150104060010	A008	T184	2020-07-21	-10	-669.6
ADJ070340	1501214005	A008	T184	2020-07-21	-12	-776.28
ADJ070341	150104060011	A008	T184	2020-07-21	-4	-394.72
ADJ070361	1501308517	A008	T184	2020-07-21	-8	-357.52
ADJ070423	15010106022802	A008	T184	2020-07-21	-4	-320.88
ADJ070424	15705221	A008	T184	2020-07-21	-4	-328.12
ADJ070447	1501208910	A008	T184	2020-07-21	-10	-297.1
ADJ070467	1501308510	A008	T184	2020-07-21	-10	-446.9
ADJ070468	150101060228	A008	T184	2020-07-21	-5	-465
ADJ070485	1501306741	A008	T184	2020-07-21	-4	-164.52
ADJ070486	150101000070	A008	T184	2020-07-21	-5	-357.55
ADJ070551	150130672	A008	T184	2020-07-22	-2	-84.78
ADJ070565	150104060009	A008	T184	2020-07-22	-8	-552.96
ADJ070576	15705222	A008	T184	2020-07-22	-4	-291.52
ADJ070600	1570520106	A008	T184	2020-07-22	-15	-1068.6
ADJ070601	1570410001306	A008	T184	2020-07-22	-1	-160.66
ADJ070708	15705223	A008	T184	2020-07-23	-4	-370.72
ADJ070759	1501308510	A008	T184	2020-07-23	-14	-625.66
ADJ070776	15705220	A008	T184	2020-07-23	-4	-412.48
ADJ070777	150101000070	A008	T184	2020-07-23	-2	-143.02
ADJ070778	1570520106	A008	T184	2020-07-23	-2	-142.48
ADJ070789	1570522801	A008	T184	2020-07-23	-3	-439.08
ADJ070790	150104060015	A008	T184	2020-07-23	-5	-395.6
ADJ070921	15013075	A008	T184	2020-07-24	-2	-112.9
ADJ070942	1501506310	A008	T184	2020-07-24	-5	-372.15
ADJ071110	15010406001303	A008	T184	2020-07-24	-2	-347.92
ADJ071248	15212138	A008	T184	2020-07-25	-2	-11.18
ADJ071259	1521212901	A008	T184	2020-07-25	-6	-20.64
ADJ071260	1521210816	A008	T184	2020-07-25	-6	-21.96
ADJ071265	1521210810	A008	T184	2020-07-25	-6	-21.24
ADJ071298	1521210710	A008	T184	2020-07-25	-2	-7.6
ADJ071310	1521210710	A008	T184	2020-07-25	-6	-22.8
ADJ071327	1521210713	A008	T184	2020-07-25	-4	-19.36
ADJ071344	1521210713	A008	T184	2020-07-25	-13	-62.92
TB1002395	1501308510	B11	T999	2020-07-23	1	44.69
TB1002395	1501308510	B11	T999	2020-07-23	4	178.76
TS0001776	1501213801	C11	T999	2020-07-02	9	31.41
TS0001776	1501213904	C11	T999	2020-07-02	9	44.01
TS0001776	1501213801	C11	T999	2020-07-02	-4	-13.96
TS0001776	1501213904	C11	T999	2020-07-02	-4	-19.56
ADJ070175	1501306741	A03	TB06	2020-07-16	-1	-41.13
ADJ070030	1501306741	A03	TYE1	2020-07-16	-2	-82.26
ADJ070053	1501306740	A03	TYE1	2020-07-16	-1	-40.85
ADJ070517	150130672	A03	TYE1	2020-07-21	-1	-42.39
ADJ070922	15013075	A03	TYE1	2020-07-24	-1	-56.45
ADJ071017	150130672	A03	TYE1	2020-07-24	-1	-42.39
ADJ069295	150104060011	A03	TZ10	2020-07-08	-9	-888.12
ADJ069346	1570520106	A03	TZ10	2020-07-08	-2	-142.48
ADJ069408	150104060009	A03	TZ10	2020-07-08	-5	-345.6
ADJ069449	150104060015	A03	TZ10	2020-07-08	-1	-79.12
ADJ069450	150101000070	A03	TZ10	2020-07-08	-2	-143.02
ADJ069451	150104060010	A03	TZ10	2020-07-08	-15	-1004.4
ADJ069452	150104060010	A03	TZ10	2020-07-08	-15	-1004.4
ADJ069082	009001060336	A008	T184	2020-07-07	-1	-237.03
ADJ069279	009001060032	A008	T184	2020-07-08	-2	-524.14
ADJ069588	00103926	A008	T184	2020-07-09	-1	-257.62
ADJ070229	009001060336	A008	T184	2020-07-17	-1	-237.03
ADJ070557	009001060494	A008	T184	2020-07-22	-1	-294.38
ADJ070558	009001060336	A008	T184	2020-07-22	-1	-237.03
ADJ070570	009001060552	A008	T184	2020-07-22	-1	-236.52
ADJ070584	009001060077	A008	T184	2020-07-22	-1	-682.3
ADJ069819	00900400000301	A008	TES01	2020-07-10	-1	-32304.59
ADJ068765	009001000072	A03	TK06	2020-06-30	-1	-682.3
ADJ068802	009001060139	A03	TYE1	2020-06-30	-1	-793.26
ADJ069698	009001000190	A03	TYE1	2020-07-10	-1	-1987.2
ADJ070152	009001060494	A03	TYE1	2020-07-16	-1	-294.38
ADJ070200	0010389603	A03	TYE1	2020-07-16	-2	-433.08
ADJ070995	009001000190	A03	TYE1	2020-07-24	-1	-1987.2
ADJ071000	009001060139	A03	TYE1	2020-07-24	-1	-793.26
ADJ069031	82090003	F11	T999	2020-07-06	-2857.68	-71699.1912
ADJ069031	82090008	F11	T999	2020-07-06	-4928.27	-97579.746
ADJ070271	82090003	F11	T999	2020-07-18	1500	37635
ADJ070271	82090003	F11	T999	2020-07-18	-1500	-37635
ADJ070151	81024002	A03	T184	2020-07-16	-40	-39.6
TG1000318	81024005	D21	T999	2020-07-25	62	3233.92
ADJ070711	81028009	A008	TG06	2020-07-23	-100	-46
ADJ070763	81020242	A008	TG06	2020-07-23	-300	-177
ADJ068806	81024011	A03	TG06	2020-06-30	-108	-209.52
ADJ070345	81020157	A03	TG06	2020-07-21	-30	-47.4
ADJ070392	03018314	A03	TG06	2020-07-21	-30	-59.1
ADJ070393	81020196	A03	TG06	2020-07-21	-10	-9.9
ADJ070409	03018321	A03	TG06	2020-07-21	-10	-17.8
ADJ070961	81024015	A008	TL06A	2020-07-24	-300	-465
ADJ071198	81020155	A008	TL06A	2020-07-25	-1000	-790
ADJ071204	8102401502	A008	TL06A	2020-07-25	-482	-935.08
ADJ069061	81020167	A03	TL06B	2020-07-07	-106	-125.08
ADJ069128	81020242	A03	TL06B	2020-07-07	-158	-93.22
ADJ069327	81020155	A03	TL06B	2020-07-08	-126	-99.54
ADJ069412	81024015	A03	TL06B	2020-07-08	-56	-86.8
ADJ069526	81028009	A03	TL06B	2020-07-09	-1400	-644
ADJ069652	81024002	A03	TL06B	2020-07-09	-104	-102.96
ADJ069686	81020152	A03	TL06B	2020-07-10	-20	-47.4
ADJ070036	81020242	A03	TL06B	2020-07-16	-117	-69.03
ADJ070056	81020155	A03	TL06B	2020-07-16	-75	-59.25
ADJ070057	81024002	A03	TL06B	2020-07-16	-139	-137.61
ADJ070127	81024009	A03	TL06B	2020-07-16	-251	-291.16
ADJ070178	81020157	A03	TL06B	2020-07-16	-40	-63.2
ADJ070349	81020152	A03	TL06B	2020-07-21	-30	-71.1
ADJ070367	81024002	A03	TL06B	2020-07-21	-109	-107.91
ADJ070431	81020163	A03	TL06B	2020-07-21	-107	-64.2
ADJ070451	8102401501	A03	TL06B	2020-07-21	-127	-168.91
ADJ070856	81020242	A03	TL06B	2020-07-24	-46	-27.14
ADJ070926	81024009	A03	TL06B	2020-07-24	-65	-75.4
TH1000203	81020501	D21	TL06B	2020-07-01	-40	-2086.4
TH1000203	81020501	D21	TL06B	2020-07-08	-57	-2973.12
TH1000203	81020501	D21	TL06B	2020-07-16	-66	-3442.56
TS0001781	83031630	C11	T175	2020-07-14	-100.9394	-3977.0124
TS0001781	83031630	C11	T175	2020-07-14	100.9394	3977.0124
TS0001781	83030280	C11	T175	2020-07-14	-102.4306	-2806.5984
TS0001781	83030280	C11	T175	2020-07-14	102.4306	2806.5984
TS0001781	83030076	C11	T175	2020-07-17	-28	-508.48
TS0001781	83030076	C11	T175	2020-07-17	28	508.48
TS0001781	83031635	C11	T175	2020-07-17	-618.3107	-11240.8885
TS0001781	83031635	C11	T175	2020-07-17	618.3107	11240.8885
TS0001783	807001060216	C11	T889	2020-07-25	-1466.339	-35646.7011
TS0001783	83030075	C11	T889	2020-07-25	-991.7982	-24160.2042
TS0001783	83030075	C11	T889	2020-07-25	-301.7798	-7351.3559
TS0001783	83030280	C11	T889	2020-07-25	-859.8252	-23559.2105
TS0001783	83030076	C11	T889	2020-07-25	-806.4841	-14645.7513
TS0001783	83030023	C11	T889	2020-07-25	-588	-7979.16
TS0001783	83030023	C11	T889	2020-07-25	-180.65	-2451.4205
TS0001783	807001060088	C11	T889	2020-07-25	-171.86	-4617.8782
TS0001783	83030235	C11	T889	2020-07-25	-28	-650.16
TS0001783	83030235	C11	T889	2020-07-25	-119.9733	-2785.78
TS0001783	83030015	C11	T889	2020-07-25	-63.5263	-1005.6213
TS0001783	83030083	C11	T889	2020-07-25	-39.1522	-974.1067
TS0001783	83030231	C11	T889	2020-07-25	-33.5521	-683.4563
TS0001783	807001000057	C11	T889	2020-07-25	-24.1345	-792.577
TS0001783	807001060100	C11	T889	2020-07-25	-23.6906	-873.7093
TS0001783	83030084	C11	T889	2020-07-25	-17.5779	-549.8367
TS0001783	807001060235	C11	T889	2020-07-25	-9.974	-248.1531
TS0001783	807001060275	C11	T889	2020-07-25	-1.7716	-36.9201
TS0001783	807001060010	C11	T889	2020-07-25	-0.98	-18.9434
TS0001783	83031577	C11	T889	2020-07-25	-0.1536	-2.7479
TS0001783	83030053	C11	T889	2020-07-25	-0.12	-1.674
TS0001783	83030307	C11	T889	2020-07-25	-0.02	-0.372
TS0001783	83030321	C11	T889	2020-07-25	-6.1992	-117.6608
TS0001786	83030312	C11	T889	2020-06-29	0.0032	0.1342
TS0001786	83030279	C11	T889	2020-06-29	42.4192	1208.9472
TS0001786	83030055	C11	T889	2020-07-02	1.435	28.5996
TS0001786	83030055	C11	T889	2020-07-05	24.3034	484.3668
TS0001786	83030231	C11	T889	2020-07-06	12.527	255.175
TS0001786	83031628	C11	T889	2020-07-11	0.5683	9.502
TS0001786	83031630	C11	T889	2020-07-14	571.0606	22499.7876
TS0001786	807001060241	C11	T889	2020-07-14	37.9842	914.6595
TS0001786	83030312	C11	T889	2020-07-14	0.008	0.3354
TS0001786	83030321	C11	T889	2020-07-15	0.3657	6.941
TS0001786	83031628	C11	T889	2020-07-22	53.331	891.6943
TS0001786	83031635	C11	T889	2020-07-24	392	7126.56
TS0001786	83030321	C11	T889	2020-07-25	0.0192	0.3644
TS0001786	83031635	C11	T889	2020-07-25	405.118	7365.0452
TS0001786	83031635	C11	T889	2020-07-25	0.0001	0.0018
TS0001786	807001060134	C11	T889	2020-07-25	0.01	0.4048
TS0001786	807001060177	C11	T889	2020-07-25	0.01	0.2877
TS0001786	83030017	C11	T889	2020-07-25	0.1	1.379
TS0001786	807001060109	C11	T889	2020-07-25	0.1	5.314
TS0001786	83021146	C11	T889	2020-07-25	0.154	61.1519
TS0001786	83031605	C11	T889	2020-07-25	0.6434	12.4176
TS0001786	807001060152	C11	T889	2020-07-25	1.6864	39.9845
TS0001786	83030321	C11	T889	2020-07-25	7.16	135.8968
TS0001786	83030055	C11	T889	2020-07-25	7.197	143.4362
TS0001786	83030156	C11	T889	2020-07-25	8.0738	180.1265
TS0001786	83030324	C11	T889	2020-07-25	8.2359	115.3026
TS0001786	83031630	C11	T889	2020-07-25	12	472.8
TS0001786	83030004	C11	T889	2020-07-25	18.6747	266.1145
TS0001786	807001060031	C11	T889	2020-07-25	20	563.8
TS0001786	83031628	C11	T889	2020-07-25	29.1	486.552
TS0001786	83030279	C11	T889	2020-07-25	29.4361	838.9289
TS0001786	807001060241	C11	T889	2020-07-25	74.2936	1788.9899
TS0001786	807001060235	C11	T889	2020-07-25	0.058	1.443
TS0001786	83030076	C11	T889	2020-07-25	0.2154	3.9117
TS0001786	807001060241	C11	T889	2020-07-25	2.8115	67.7009
TS0001786	83030075	C11	T889	2020-07-25	3.8832	94.5948
TS0001786	83031519	C11	T889	2020-07-25	8.2624	74.8573
TS0001786	83031632	C11	T889	2020-07-25	23.71	977.5633
TS0001786	807001060216	C11	T889	2020-07-25	126.3451	3071.4494
TS0001786	807001060216	C11	T889	2020-07-25	39.715	965.4717
TS0001783	83010225	C11	T889	2020-06-29	108.65	1033.2615
TS0001783	83010642	C11	T889	2020-06-29	676.032	6347.9405
TS0001783	83010225	C11	T889	2020-06-30	178.774	1700.1407
TS0001783	83010642	C11	T889	2020-06-30	688.104	6461.2966
TS0001783	83010225	C11	T889	2020-07-02	0.0257	0.2444
TS0001783	83010642	C11	T889	2020-07-05	0.4755	4.4649
TS0001783	83010642	C11	T889	2020-07-06	724.32	6801.3648
TS0001783	83010642	C11	T889	2020-07-09	60.36	566.7804
TS0001783	83010642	C11	T889	2020-07-11	663.96	6234.5844
TS0001783	83010642	C11	T889	2020-07-16	724.32	6801.3648
TS0001783	83010642	C11	T889	2020-07-22	724.32	6801.3648
TS0001783	83010225	C11	T889	2020-07-25	1.7809	16.9364
TS0001783	83010642	C11	T889	2020-07-25	615.672	5781.1601
TS0001783	83010306	C11	T889	2020-07-25	-6400	-74560
TS0001783	83010306	C11	T889	2020-07-25	-2897.31	-33753.6615
TS0001783	83010257	C11	T889	2020-07-25	-3576.0352	-30110.2164
TS0001783	83010257	C11	T889	2020-07-25	-5125.0048	-43152.5404
TS0001783	83010003	C11	T889	2020-07-25	-6105.08	-69842.1152
TS0001783	83010304	C11	T889	2020-07-25	-6014.68	-73559.5364
TS0001783	805001060067	C11	T889	2020-07-25	-3823	-57765.53
TS0001783	83010044	C11	T889	2020-07-25	-3290.643	-86445.1916
TS0001783	83010178	C11	T889	2020-07-25	-2267.56	-41178.8896
TS0001783	805001060109	C11	T889	2020-07-25	-2049.3597	-53221.8714
TS0001783	1299800334	C11	T889	2020-07-25	-1442.09	-31596.1919
TS0001783	83010064	C11	T889	2020-07-25	-630.2999	-5319.7312
TS0001783	83010064	C11	T889	2020-07-25	-718.0001	-6059.9208
TS0001783	83010367	C11	T889	2020-07-25	-1087.6435	-12344.7537
TS0001783	83010222	C11	T889	2020-07-25	-784.0886	-6539.2989
TS0001783	805001060071	C11	T889	2020-07-25	-770.968	-15681.4891
TS0001783	805001060240	C11	T889	2020-07-25	-602	-9204.58
TS0001783	83010134	C11	T889	2020-07-25	-561.0478	-5004.5464
TS0001783	83010128	C11	T889	2020-07-25	-488.8639	-9244.4163
TS0001783	805001000040	C11	T889	2020-07-25	-427.2079	-3968.7614
TS0001783	83010411	C11	T889	2020-07-25	-351.2029	-7.0241
TS0001783	83010043	C11	T889	2020-07-25	-250	-2582.5
TS0001783	83010071	C11	T889	2020-07-25	-199.37	-8959.6878
TS0001783	83010121	C11	T889	2020-07-25	-138.4682	-1095.2835
TS0001783	805001060258	C11	T889	2020-07-25	-135.6203	-2.7124
TS0001783	805001060256	C11	T889	2020-07-25	-79.8549	-1523.6315
TS0001783	83010364	C11	T889	2020-07-25	-70	-1416.8
TS0001783	83010212	C11	T889	2020-07-25	-67.2928	-728.781
TS0001783	83010022	C11	T889	2020-07-25	-63.006	-917.3674
